Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Second Class,Corporate,Round Rock,Texas,Central,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-153.3456
Standard Class,Consumer,Columbia,Tennessee,South,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
Standard Class,Home Office,New York City,New York,East,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398
Standard Class,Home Office,Chicago,Illinois,Central,Furnishings,"Master Caster Door Stop, Gray",10.02,1,0.6,-1.3208
First Class,Consumer,Oakland,California,West,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936
First Class,Consumer,Oakland,California,West,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
Second Class,Consumer,Quincy,Massachusetts,East,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967
Standard Class,Corporate,San Diego,California,West,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176
Standard Class,Corporate,Bristol,Connecticut,East,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1,0.3,-4.032
Second Class,Home Office,New York City,New York,East,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952
Second Class,Corporate,Houston,Texas,Central,Furnishings,Staple-based wall hangings,10.02,3,0.6,-3.8208
First Class,Consumer,Mission Viejo,California,West,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
Standard Class,Consumer,Las Vegas,Nevada,West,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684
Standard Class,Consumer,Hempstead,New York,East,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3,0.0,11.376
Standard Class,Consumer,Hempstead,New York,East,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.098
Standard Class,Consumer,Hempstead,New York,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332
First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,OIC Stacking Trays,24.048,8,0.2,7.2144
Second Class,Consumer,New York City,New York,East,Chairs,"Global Armless Task Chair, Royal Blue",384.174,7,0.1,29.8802
Standard Class,Home Office,Charlotte,North Carolina,South,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116
First Class,Corporate,Tinley Park,Illinois,Central,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152
Standard Class,Consumer,Houston,Texas,Central,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392
Standard Class,Home Office,Columbus,Ohio,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
Standard Class,Home Office,Columbus,Ohio,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
Standard Class,Home Office,Columbus,Ohio,East,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4,0.2,7.8176
Standard Class,Home Office,New York City,New York,East,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392
Standard Class,Home Office,Dubuque,Iowa,Central,Chairs,Hon Olson Stacker Stools,1317.492,8,0.0,190.4298
Second Class,Home Office,Lancaster,Ohio,East,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2,0.4,-103.9882
First Class,Consumer,Inglewood,California,West,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,0.0,15.468
First Class,Consumer,Chicago,Illinois,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512
Same Day,Consumer,Dallas,Texas,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,0.6,-8.5008
Same Day,Consumer,Dallas,Texas,Central,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2,0.3,-68.1302
First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,0.2,2.2512
Standard Class,Corporate,Revere,Massachusetts,East,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,361.96,2,0.0,83.2508
Standard Class,Consumer,Jackson,Mississippi,South,Furnishings,"Executive Impressions 14""",133.38,6,0.0,58.6872
Standard Class,Consumer,San Francisco,California,West,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,0.0,4.3524
Standard Class,Consumer,Dearborn Heights,Michigan,Central,Chairs,Global Ergonomic Managers Chair,180.98,1,0.0,47.0548
Standard Class,Corporate,San Francisco,California,West,Tables,Hon 94000 Series Round Tables,1317.492,6,0.2,-153.3456
First Class,Consumer,Mobile,Alabama,South,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",10.02,2,0.0,2.7776
First Class,Corporate,Springfield,Virginia,South,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0.0,12.5216
First Class,Corporate,Springfield,Virginia,South,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,190.4298
Standard Class,Consumer,Carol Stream,Illinois,Central,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,0.3,-5.8346
Standard Class,Consumer,Carol Stream,Illinois,Central,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116,6,0.3,-92.7996
Standard Class,Corporate,Saint Cloud,Minnesota,Central,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,4,0.0,181.176
Standard Class,Home Office,Los Angeles,California,West,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,2,0.2,12.8256
Standard Class,Consumer,Plano,Texas,Central,Bookcases,"Hon Metal Bookcases, Black",193.0656,4,0.32,-19.8744
First Class,Corporate,Chicago,Illinois,Central,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,8,0.3,-117.882
First Class,Home Office,Aurora,Illinois,Central,Tables,Hon Rectangular Conference Tables,796.425,7,0.5,-153.3456
First Class,Consumer,Columbus,Ohio,East,Furnishings,Eldon Pizzaz Desk Accessories,10.02,3,0.2,1.6056
First Class,Consumer,Columbus,Ohio,East,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098
First Class,Home Office,Richmond,Kentucky,South,Chairs,"Metal Folding Chairs, Beige, 4/Carton",33.94,1,0.0,9.1638
Second Class,Home Office,Chicago,Illinois,Central,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,0.3,-36.1764
Second Class,Home Office,Dallas,Texas,Central,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,4,0.6,-12.0064
Standard Class,Consumer,Jackson,Mississippi,South,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1317.492,8,0.0,190.4298
Standard Class,Corporate,Jackson,Michigan,Central,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,0.0,190.4298
Standard Class,Corporate,Jackson,Michigan,Central,Chairs,Global Super Steno Chair,191.96,2,0.0,32.6332
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.0232
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99
Standard Class,Home Office,Columbia,Maryland,East,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544
Standard Class,Home Office,Columbia,Maryland,East,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92,4,0.0,31.2528
First Class,Corporate,San Antonio,Texas,Central,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,6,0.3,-71.8116
Standard Class,Consumer,Macon,Georgia,South,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5,0.0,52.688
Second Class,Home Office,San Francisco,California,West,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,8,0.2,42.588
Standard Class,Home Office,Springfield,Ohio,East,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,7,0.2,29.6576
Standard Class,Corporate,Plantation,Florida,South,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0.2,3.86
Standard Class,Corporate,Plantation,Florida,South,Furnishings,Acrylic Self-Standing Desk Frames,10.02,3,0.2,1.4418
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372,2,0.3,-30.9332
Standard Class,Corporate,San Diego,California,West,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718
Standard Class,Consumer,Clinton,Maryland,East,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96,2,0.0,20.0156
Second Class,Corporate,Denver,Colorado,West,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488,4,0.2,3.6784
Second Class,Home Office,Seattle,Washington,West,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2,0.0,22.7136
Standard Class,Corporate,Rochester,New York,East,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,0.0,6.8274
Second Class,Corporate,Toledo,Ohio,East,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792
Standard Class,Corporate,Mesquite,Texas,Central,Furnishings,Staple-based wall hangings,10.02,2,0.6,-2.5472
First Class,Corporate,Los Angeles,California,West,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.378
First Class,Consumer,Seattle,Washington,West,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,0.0,34.146
Second Class,Consumer,Olympia,Washington,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294
Standard Class,Home Office,Jackson,Mississippi,South,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,0.0,7.3788
Second Class,Consumer,New York City,New York,East,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0.0,16.5531
Second Class,Consumer,Columbus,Georgia,South,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734
Second Class,Corporate,Inglewood,California,West,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0.0,99.23
Second Class,Corporate,Inglewood,California,West,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
First Class,Corporate,Odessa,Texas,Central,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,5,0.3,-56.343
Standard Class,Corporate,Los Angeles,California,West,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,24.4,2,0.0,10.248
Second Class,Corporate,West Allis,Wisconsin,Central,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2,0.0,24.196
Standard Class,Corporate,Houston,Texas,Central,Tables,Safco Drafting Table,99.372,2,0.3,-1.4196
Second Class,Corporate,Hialeah,Florida,South,Chairs,Hon Olson Stacker Stools,1013.832,8,0.2,101.3832
Standard Class,Consumer,San Francisco,California,West,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1317.492,6,0.2,-153.3456
Standard Class,Home Office,Chula Vista,California,West,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0.0,106.5408
Standard Class,Consumer,San Diego,California,West,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.65
First Class,Corporate,Greensboro,North Carolina,South,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-153.3456
Standard Class,Consumer,Jacksonville,North Carolina,South,Chairs,SAFCO Folding Chair Trolley,102.592,1,0.2,10.2592
Standard Class,Corporate,Plantation,Florida,South,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.039
Standard Class,Corporate,Plantation,Florida,South,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403
Standard Class,Consumer,Mobile,Alabama,South,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,0.0,190.4298
Standard Class,Consumer,Mobile,Alabama,South,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,0.0,190.4298
Standard Class,Consumer,New York City,New York,East,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3,0.2,-15.7176
Standard Class,Corporate,Detroit,Michigan,Central,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1317.492,5,0.0,190.4298
Standard Class,Corporate,Detroit,Michigan,Central,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1,0.0,7.4592
Standard Class,Corporate,Detroit,Michigan,Central,Chairs,Safco Contoured Stacking Chairs,476.8,2,0.0,119.2
Standard Class,Consumer,Dover,Delaware,East,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649
Same Day,Corporate,Columbus,Ohio,East,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3,0.3,-34.9176
Standard Class,Consumer,North Las Vegas,Nevada,West,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,674.352,3,0.2,-109.5822
Standard Class,Consumer,North Las Vegas,Nevada,West,Furnishings,Tensor Computer Mounted Lamp,134.01,8,0.0,36.1827
Standard Class,Corporate,Bristol,Tennessee,South,Chairs,"Situations Contoured Folding Chairs, 4/Set",170.352,3,0.2,10.647
First Class,Corporate,Los Angeles,California,West,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,0.15,-36.294
Same Day,Home Office,Quincy,Massachusetts,East,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3,2,0.0,14.501
Standard Class,Home Office,San Francisco,California,West,Furnishings,"Eldon 300 Class Desk Accessories, Black",10.02,1,0.0,2.178
Standard Class,Home Office,Chicago,Illinois,Central,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,0.5,-153.3456
Standard Class,Consumer,Champaign,Illinois,Central,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",151.96,5,0.6,-153.3456
Second Class,Consumer,San Diego,California,West,Chairs,"Global Leather and Oak Executive Chair, Black",240.784,1,0.2,27.0882
Second Class,Consumer,San Diego,California,West,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972
Second Class,Consumer,San Diego,California,West,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,0.2,42.1176
Standard Class,Consumer,Gilbert,Arizona,West,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704
Standard Class,Consumer,Gilbert,Arizona,West,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4,0.2,11.0704
Standard Class,Corporate,Los Angeles,California,West,Chairs,Global Leather Executive Chair,1317.492,6,0.2,190.4298
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",10.02,1,0.2,2.37
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-153.3456
Standard Class,Corporate,New York City,New York,East,Furnishings,Ultra Door Push Plate,10.02,2,0.0,3.2406
Standard Class,Consumer,Phoenix,Arizona,West,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,0.5,-153.3456
Standard Class,Consumer,Phoenix,Arizona,West,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568,2,0.2,10.098
Standard Class,Consumer,Phoenix,Arizona,West,Chairs,High-Back Leather Manager's Chair,311.976,3,0.2,-42.8967
Standard Class,Consumer,Seattle,Washington,West,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292
First Class,Consumer,Harlingen,Texas,Central,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,0.32,-14.196
Standard Class,Consumer,Grand Prairie,Texas,Central,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,0.3,-25.3764
Same Day,Consumer,Greenwood,Indiana,Central,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1317.492,5,0.0,190.4298
Standard Class,Consumer,New York City,New York,East,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0.0,6.2608
Standard Class,Home Office,Pasadena,Texas,Central,Chairs,"Global Value Steno Chair, Gray",255.108,6,0.3,-18.222
Standard Class,Consumer,Detroit,Michigan,Central,Furnishings,Advantus Panel Wall Acrylic Frame,10.02,1,0.0,2.3521
Standard Class,Consumer,San Francisco,California,West,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0.0,6.4206
Standard Class,Consumer,Nashville,Tennessee,South,Furnishings,3M Polarizing Light Filter Sleeves,44.76,3,0.2,14.547
First Class,Home Office,Los Angeles,California,West,Furnishings,Tensor Computer Mounted Lamp,44.67,3,0.0,12.0609
Standard Class,Consumer,New York City,New York,East,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0,8,0.0,124.2
First Class,Consumer,Richmond,Virginia,South,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.1776
Standard Class,Corporate,New York City,New York,East,Tables,Hon 61000 Series Interactive Training Tables,53.316,2,0.4,-19.5492
Standard Class,Home Office,Seattle,Washington,West,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",22.77,3,0.0,9.7911
Second Class,Consumer,Los Angeles,California,West,Chairs,"Global Leather Task Chair, Black",287.968,4,0.2,-3.5996
Standard Class,Consumer,Lakewood,California,West,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,3,0.15,24.2352
Standard Class,Corporate,Columbia,Tennessee,South,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,0.2,13.846
Second Class,Consumer,Woonsocket,Rhode Island,East,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,0.0,20.1248
Standard Class,Corporate,Tampa,Florida,South,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,3,0.2,14.2992
Standard Class,Consumer,Kenosha,Wisconsin,Central,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3,0.0,97.4586
Standard Class,Consumer,Kenosha,Wisconsin,Central,Chairs,Hon Mobius Operator's Chair,860.93,7,0.0,189.4046
Standard Class,Consumer,Kenosha,Wisconsin,Central,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,0.0,82.0776
Second Class,Corporate,Port Saint Lucie,Florida,South,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,0.2,5.798
Standard Class,Home Office,Seattle,Washington,West,Furnishings,DAX Cubicle Frames - 8x10,63.47,8,0.0,19.041
Standard Class,Consumer,San Antonio,Texas,Central,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792
